property_id,date_found,platform,listing_url,title,area,district,postcode_or_neighborhood,rent,sqm,rooms,furnished,registration,sharing_allowed,available_from,lease_months,agency,opportunity_score,reasons,indefinite,temporary,upholstered,bare,url,student_only,sharing,required_income,eligible,price_per_m2,property_type,budget_limit,household_income,within_budget,validation_issues,validation_status,property_state,status,telegram_message_id
schiedam_853_29_1,2026-08-26 08:21,,,"Flat for rent: Ampèrestraat, Schiedam for €853",schiedam,,,853.0,29.0,1.0,False,True,,,,,42.0,Registration available; Good commute; Income eligible; Not student-only,,,False,,https://www.pararius.com/apartment-for-rent/schiedam/ac2ba546/amperestraat,False,False,2985.5,True,29.41379310344828,room,900.0,3724.0,True,[],PASS,new,,
"schiedam_2,500_98_3",2026-08-26 08:21,,,"Flat for rent: Dr Noletstraat 2 D 2, Schiedam for €2,500",schiedam,,,2500.0,98.0,3.0,True,True,,,,,62.0,Registration available; Furnished; Good commute; Not student-only; Sharing allowed,,,False,,https://www.pararius.com/apartment-for-rent/schiedam/b2c16305/dr-noletstraat,False,True,8750.0,False,25.51020408163265,three_room,2000.0,7448.0,False,[],PASS,new,,
"schiedam_4,500_105_4",2026-08-26 08:21,,,"Flat for rent: Teylerstraat, Schiedam for €4,500",schiedam,,,4500.0,105.0,4.0,True,True,,,,,57.0,Registration available; Furnished; Good commute; Not student-only,,,False,,https://www.pararius.com/apartment-for-rent/schiedam/cd6e1a50/teylerstraat,False,False,15750.0,False,42.85714285714285,four_room,3000.0,11172.0,False,[],PASS,new,,
"schiedam_1,495_107_3",2026-08-26 08:21,,,"Flat for rent: Boerhaavelaan 14 A, Schiedam for €1,495",schiedam,,,1495.0,107.0,3.0,False,True,,,,,92.0,Registration available; Good commute; Not student-only; Good value,,,False,,https://www.pararius.com/apartment-for-rent/schiedam/d28853e0/boerhaavelaan,False,False,5232.5,True,13.97196261682243,three_room,2000.0,7448.0,True,[],PASS,new,,
"schiedam_2,550_114_4",2026-08-26 08:21,,,"Flat for rent: Boterstraat, Schiedam for €2,550",schiedam,,,2550.0,114.0,4.0,True,True,,,,,57.0,Registration available; Furnished; Good commute; Not student-only; Good value,,,False,,https://www.pararius.com/apartment-for-rent/schiedam/f42f974d/boterstraat,False,False,8925.0,True,22.36842105263158,four_room,3000.0,11172.0,True,[],PASS,new,,
"schiedam_2,550_135_3",2026-08-26 08:21,,,"Flat for rent: Tuinlaan, Schiedam for €2,550",schiedam,,,2550.0,135.0,3.0,True,True,,,,,62.0,Registration available; Furnished; Good commute; Not student-only; Good value,,,False,,https://www.pararius.com/apartment-for-rent/schiedam/f7b73e4e/tuinlaan,False,False,8925.0,False,18.88888888888889,three_room,2000.0,7448.0,False,[],PASS,new,,
"delft_1,655_94_4",2026-08-26 08:21,,,"Flat for rent: Arthur van Schendelplein 169, Delft for €1,655",delft,,,1655.0,94.0,4.0,False,True,,,,,88.0,Registration available; Good commute; Good value,,,False,,https://www.pararius.com/apartment-for-rent/delft/01071b20/arthur-van-schendelplein,True,False,5792.5,True,17.606382978723403,four_room,3000.0,11172.0,True,[],PASS,new,,
"delft_1,595_94_4",2026-08-26 08:21,,,"Flat for rent: Arthur van Schendelplein 122, Delft for €1,595",delft,,,1595.0,94.0,4.0,False,True,,,,,88.0,Registration available; Good commute; Good value,,,False,,https://www.pararius.com/apartment-for-rent/delft/04e6bb25/arthur-van-schendelplein,True,False,5582.5,True,16.96808510638298,four_room,3000.0,11172.0,True,[],PASS,new,,
"delft_1,995_80_3",2026-08-26 08:21,,,"Flat for rent: Martinus Nijhofflaan 330, Delft for €1,995",delft,,,1995.0,80.0,3.0,True,True,,,,,98.0,Registration available; Furnished; Good commute; Not student-only; Good value,,,False,,https://www.pararius.com/apartment-for-rent/delft/05412884/martinus-nijhofflaan,False,False,6982.5,True,24.9375,three_room,2000.0,7448.0,True,[],PASS,approved,,
"delft_1,895_77_3",2026-08-26 08:21,,,"Flat for rent: Martinus Nijhofflaan 384, Delft for €1,895",delft,,,1895.0,77.0,3.0,True,True,,,,,93.0,Registration available; Furnished; Good commute; Not student-only; Good value,,,False,,https://www.pararius.com/apartment-for-rent/delft/0a8a60b7/martinus-nijhofflaan,False,False,6632.5,True,24.61038961038961,three_room,2000.0,7448.0,True,[],PASS,new,,
"delft_1,650_62_2",2026-08-26 08:21,,,"Flat for rent: Mercuriusweg 97, Delft for €1,650",delft,,,1650.0,62.0,2.0,True,True,,,,,38.0,Registration available; Furnished; Good commute; Not student-only,,,False,,https://www.pararius.com/apartment-for-rent/delft/2372e325/mercuriusweg,False,False,5775.0,False,26.61290322580645,studio,1000.0,3724.0,False,[],PASS,new,,
"delft_2,495_108_4",2026-08-26 08:22,,,"Flat for rent: Ezelsveldlaan, Delft for €2,495",delft,,,2495.0,108.0,4.0,True,True,,,,,58.0,Registration available; Furnished; Good commute; Good value,,,False,,https://www.pararius.com/apartment-for-rent/delft/26fcfe1c/ezelsveldlaan,True,False,8732.5,True,23.10185185185185,four_room,3000.0,11172.0,True,[],PASS,new,,
