timestamp,url,title,rent,decision,status
2026-08-26 13:29,https://www.pararius.com/apartment-for-rent/delft/05412884/martinus-nijhofflaan,"Flat for rent: Martinus Nijhofflaan 330, Delft for €1,995",1995.0,apply,recorded
